NCESSCH School ID,CT Unemployment Rate,CT Pct Adults with College Degree,CT Pct Childre In Married Couple Family,CT Median Household Income,School ACT average (or equivalent if SAT score),School Pct Free and Reduced Lunch
4.80894E+11,5%,93%,73%,75938,24.13,22%
4.80894E+11,5%,97%,64%,65206,23.57,27%
4.80894E+11,11%,56%,60%,50353,18.08,60%
4.80894E+11,6%,36%,43%,31208,16.54,81%
4.80894E+11,6%,82%,59%,53274,24.28,30%
4.80894E+11,3%,33%,55%,35701,16.27,83%
4.80894E+11,7%,72%,28%,39260,17.30,80%
4.80894E+11,5%,88%,64%,77175,23.79,10%
4.80894E+11,6%,78%,59%,62872,18.71,58%
4.80894E+11,6%,36%,56%,36996,16.93,78%
4.80894E+11,6%,36%,56%,36996,29.43,12%
4.80894E+11,19%,35%,46%,38532,17.98,83%
4.8092E+11,4%,67%,50%,58657,20.42,31%
4.80936E+11,6%,59%,97%,47429,21.67,32%
4.80941E+11,5%,58%,66%,54530,20.45,52%
4.80945E+11,8%,60%,68%,79872,21.30,10%
4.80954E+11,12%,43%,74%,46127,16.64,65%
4.80957E+11,9%,62%,72%,50366,19.69,42%
4.80957E+11,12%,64%,79%,63814,20.13,54%
4.80963E+11,6%,51%,67%,51667,20.52,53%
4.80967E+11,14%,52%,63%,33696,15.95,72%
4.80967E+11,7%,81%,46%,55022,20.23,36%
4.80967E+11,19%,42%,26%,19229,16.90,70%
4.80969E+11,5%,48%,78%,53140,22.28,28%
4.80972E+11,8%,64%,61%,42027,20.35,48%
4.80978E+11,6%,56%,71%,51000,19.40,25%
4.80981E+11,8%,58%,58%,47216,21.54,31%
4.80986E+11,5%,76%,73%,63716,21.72,34%
4.80987E+11,12%,41%,69%,43736,19.15,67%
4.81014E+11,14%,56%,67%,47452,19.93,50%
4.81017E+11,12%,41%,59%,38850,20.27,41%
4.8102E+11,5%,47%,36%,38527,23.38,45%
4.81023E+11,7%,57%,69%,58957,19.47,53%
4.81023E+11,9%,66%,70%,60364,22.18,30%
4.81023E+11,7%,77%,87%,90982,21.76,30%
4.81026E+11,12%,41%,69%,43736,18.49,32%
4.81032E+11,12%,54%,83%,54173,21.96,35%
4.81047E+11,13%,47%,75%,42250,20.79,40%
4.8105E+11,5%,28%,85%,46591,17.37,54%
4.81059E+11,11%,56%,89%,59097,19.74,36%
4.81071E+11,8%,62%,72%,45161,22.89,16%
4.81071E+11,8%,62%,72%,45161,24.33,8%
4.81078E+11,9%,51%,67%,41019,19.44,36%
4.8108E+11,16%,29%,37%,32566,19.79,47%
4.81089E+11,4%,27%,68%,24491,21.08,30%
4.81099E+11,9%,48%,59%,38028,20.64,30%
4.81101E+11,10%,52%,68%,54799,19.96,37%
4.81107E+11,15%,45%,66%,32473,19.79,40%
4.81119E+11,13%,29%,26%,27346,18.74,59%
4.81119E+11,10%,55%,71%,58583,22.99,30%
4.81122E+11,3%,49%,76%,42732,21.67,42%
4.81125E+11,16%,53%,73%,43750,18.03,33%
4.81128E+11,3%,61%,49%,45230,21.86,33%
4.81131E+11,6%,57%,72%,59650,20.59,24%
4.81134E+11,8%,47%,66%,46186,21.47,33%
4.81146E+11,5%,70%,90%,82141,22.23,7%
4.81152E+11,16%,47%,87%,32524,24.60,48%
4.81158E+11,24%,34%,34%,20333,15.61,81%
4.81161E+11,8%,47%,54%,40013,18.49,57%
4.81164E+11,12%,48%,85%,43438,20.15,39%
4.81168E+11,10%,62%,47%,37721,18.69,88%
4.81168E+11,15%,27%,60%,20402,17.66,100%
4.81168E+11,5%,68%,60%,41080,18.15,99%
4.81168E+11,11%,25%,59%,24896,16.51,99%
4.81168E+11,14%,22%,54%,27799,17.37,98%
4.81168E+11,5%,68%,60%,41080,17.56,93%
4.81168E+11,10%,24%,56%,17103,19.79,88%
4.8117E+11,3%,45%,70%,38750,20.81,44%
4.81173E+11,7%,54%,66%,43901,21.18,40%
4.81179E+11,4%,75%,66%,48442,21.13,56%
4.81179E+11,14%,44%,51%,36957,20.20,55%
4.81179E+11,7%,62%,70%,44474,21.40,56%
4.81199E+11,6%,48%,57%,44107,19.62,38%
4.81206E+11,3%,62%,65%,52174,20.71,23%
4.81209E+11,10%,40%,63%,36513,20.25,26%
4.81212E+11,3%,43%,78%,36657,22.40,31%
4.81218E+11,9%,59%,71%,63516,21.20,23%
4.81218E+11,4%,73%,88%,85215,20.79,19%
4.81222E+11,6%,48%,42%,50734,20.52,36%
4.81239E+11,4%,53%,72%,61610,22.40,23%
4.81242E+11,6%,57%,71%,66886,20.71,26%
4.81246E+11,5%,52%,88%,43105,21.18,34%
4.81248E+11,7%,59%,62%,53169,20.45,39%
4.81251E+11,6%,57%,73%,48955,20.79,32%
4.81264E+11,3%,53%,75%,53184,20.18,54%
4.81275E+11,8%,51%,62%,39509,21.67,28%
4.81278E+11,4%,51%,66%,36974,18.57,66%
4.81278E+11,4%,51%,66%,36974,21.11,47%
4.81281E+11,1%,77%,58%,39405,22.69,16%
4.81281E+11,2%,74%,73%,68047,22.42,16%
4.81299E+11,8%,49%,60%,41726,17.25,64%
4.81302E+11,6%,96%,93%,209342,25.43,1%
4.81305E+11,2%,54%,66%,54543,21.40,47%
4.81305E+11,13%,31%,65%,49552,20.15,58%
4.81305E+11,5%,64%,82%,72083,22.11,36%
4.81305E+11,8%,85%,75%,87847,20.59,35%
4.81305E+11,4%,67%,42%,37279,19.32,58%
4.81317E+11,8%,35%,70%,26474,18.93,70%
4.8132E+11,11%,52%,72%,43414,19.13,23%
4.81323E+11,13%,62%,68%,50429,18.44,48%
4.81323E+11,5%,64%,74%,53851,21.59,33%
4.81326E+11,11%,44%,77%,44565,24.04,28%
4.81329E+11,4%,87%,95%,120162,21.79,18%
4.81332E+11,6%,35%,65%,27568,19.10,53%
4.81335E+11,5%,54%,76%,39617,18.57,48%
4.81341E+11,6%,51%,63%,49455,20.67,29%
4.8135E+11,9%,43%,70%,44957,20.64,32%
4.81353E+11,3%,61%,79%,67321,21.03,16%
4.81359E+11,10%,49%,82%,64649,18.83,57%
4.81365E+11,13%,49%,65%,39898,17.98,52%
4.81368E+11,12%,58%,87%,47788,22.59,37%
4.81371E+11,4%,30%,66%,37617,16.83,59%
4.81396E+11,8%,63%,85%,66651,22.59,16%
4.81407E+11,2%,50%,66%,37650,19.74,40%
4.81413E+11,14%,33%,56%,30156,21.13,43%
4.81428E+11,3%,67%,75%,61750,22.99,21%
4.81428E+11,6%,98%,85%,136842,24.69,13%
4.81428E+11,3%,78%,85%,92355,22.33,21%
4.81428E+11,6%,55%,55%,46144,25.01,17%
4.81428E+11,2%,82%,78%,74590,22.01,13%
4.81428E+11,6%,70%,70%,106800,22.86,12%
4.81431E+11,3%,50%,78%,41116,20.27,45%
4.81437E+11,12%,42%,53%,30433,19.32,58%
4.8144E+11,10%,39%,87%,36875,20.74,41%
4.81443E+11,15%,31%,79%,24135,16.98,71%
4.81443E+11,8%,60%,75%,57792,16.42,75%
4.81443E+11,13%,27%,69%,39891,16.07,69%
4.81445E+11,8%,54%,84%,44518,21.18,22%
4.81452E+11,13%,38%,81%,40292,19.32,54%
4.8146E+11,9%,39%,76%,41295,20.30,40%
4.81467E+11,7%,60%,81%,59938,19.81,38%
4.8147E+11,4%,42%,73%,42750,19.59,36%
4.81473E+11,8%,68%,76%,61601,21.57,25%
4.81473E+11,5%,70%,86%,89449,21.98,9%
4.81473E+11,12%,68%,78%,66319,20.84,29%
4.81476E+11,8%,33%,72%,30781,20.54,48%
4.81479E+11,5%,54%,76%,39617,20.57,38%
4.81482E+11,24%,56%,62%,18114,21.54,51%
4.81485E+11,6%,55%,76%,68953,21.69,28%
4.81488E+11,8%,39%,65%,41123,20.81,63%
4.81497E+11,8%,56%,43%,37083,18.98,56%
4.815E+11,2%,64%,44%,36714,19.88,49%
4.815E+11,4%,93%,95%,144833,24.45,3%
4.815E+11,6%,66%,75%,58464,20.84,18%
4.815E+11,8%,32%,79%,36805,20.05,51%
4.815E+11,4%,77%,79%,72976,24.23,9%
4.81518E+11,7%,53%,82%,56793,21.52,24%
4.81521E+11,2%,88%,90%,132308,25.06,8%
4.81521E+11,1%,87%,78%,86823,23.03,7%
4.81524E+11,13%,73%,67%,50511,20.15,30%
4.81527E+11,5%,49%,40%,46250,19.93,35%
4.81527E+11,6%,50%,64%,53877,20.47,33%
4.81527E+11,22%,31%,30%,22838,16.59,69%
4.81527E+11,6%,39%,52%,31250,17.30,58%
4.81527E+11,13%,48%,30%,32795,20.35,53%
4.81533E+11,9%,64%,49%,39814,19.37,56%
4.8154E+11,8%,28%,57%,35554,16.10,77%
4.81551E+11,6%,50%,85%,68566,20.89,26%
4.8156E+11,3%,75%,77%,80533,21.40,13%
4.81572E+11,14%,35%,40%,20769,18.44,73%
4.81575E+11,4%,68%,83%,86125,20.96,32%
4.81584E+11,11%,50%,67%,38152,22.72,31%
4.81591E+11,5%,61%,66%,68828,18.66,47%
4.81591E+11,5%,68%,58%,76941,19.79,41%
4.81593E+11,6%,42%,55%,30714,16.78,72%
4.81596E+11,9%,63%,75%,62500,20.59,33%
4.81599E+11,11%,29%,81%,35302,21.11,66%
4.81611E+11,5%,69%,69%,55513,21.54,39%
4.81611E+11,2%,82%,84%,104671,23.38,24%
4.81611E+11,6%,70%,47%,42500,22.40,36%
4.81611E+11,6%,79%,93%,101042,22.13,43%
4.81611E+11,6%,89%,82%,118429,22.28,36%
4.81611E+11,7%,53%,73%,64074,19.20,58%
4.81611E+11,10%,49%,71%,53539,20.54,53%
4.81611E+11,2%,77%,90%,105288,23.08,14%
4.81611E+11,4%,82%,90%,122500,22.86,11%
4.81611E+11,8%,54%,78%,61149,20.03,53%
4.8162E+11,7%,43%,60%,37963,25.50,31%
4.81623E+11,5%,70%,66%,63892,16.73,77%
4.81623E+11,12%,16%,48%,30862,15.85,83%
4.81623E+11,16%,36%,36%,18194,21.35,67%
4.81623E+11,10%,59%,38%,49414,15.83,81%
4.81623E+11,14%,50%,33%,21111,23.40,23%
4.81623E+11,16%,36%,36%,18194,22.13,63%
4.81623E+11,7%,90%,80%,89545,18.93,63%
4.81623E+11,3%,88%,76%,128542,16.54,88%
4.81623E+11,10%,61%,71%,52926,15.12,80%
4.81623E+11,11%,43%,13%,18421,15.29,82%
4.81623E+11,12%,37%,29%,19733,15.34,85%
4.81623E+11,1%,96%,43%,98140,17.15,83%
4.81623E+11,23%,46%,28%,15947,15.93,82%
4.81623E+11,36%,29%,21%,19469,15.66,88%
4.81623E+11,4%,21%,65%,34249,17.44,78%
4.81623E+11,13%,44%,61%,34476,17.83,79%
4.81623E+11,15%,43%,46%,27948,14.07,84%
4.81623E+11,14%,23%,60%,39618,17.39,83%
4.81623E+11,8%,34%,49%,56625,16.39,79%
4.81623E+11,6%,23%,63%,39572,15.46,87%
4.81623E+11,7%,91%,87%,108472,18.22,60%
4.81623E+11,5%,93%,65%,51014,19.27,57%
4.81623E+11,16%,36%,36%,18194,26.31,49%
4.81623E+11,16%,36%,36%,18194,19.66,66%
4.81623E+11,16%,36%,36%,18194,21.89,67%
4.81623E+11,16%,36%,36%,18194,28.41,15%
4.81623E+11,4%,84%,0%,69583,20.45,64%
4.81623E+11,8%,23%,47%,35275,16.78,82%
4.81623E+11,16%,29%,62%,27757,15.90,86%
4.81623E+11,12%,37%,29%,19733,22.77,71%
4.81623E+11,11%,37%,52%,34007,19.27,71%
4.81623E+11,10%,49%,28%,34589,17.86,77%
4.81623E+11,11%,34%,77%,37113,15.10,85%
4.81629E+11,5%,56%,65%,63338,20.69,13%
4.81641E+11,9%,40%,72%,56463,19.84,43%
4.81644E+11,6%,53%,84%,36375,20.69,44%
4.8165E+11,8%,57%,75%,47520,21.47,26%
4.81653E+11,5%,66%,54%,76549,21.18,29%
4.81662E+11,30%,20%,,,18.05,70%
4.81671E+11,10%,40%,45%,31268,21.57,43%
4.81674E+11,7%,72%,62%,46786,21.37,36%
4.81674E+11,5%,68%,68%,61688,20.45,41%
4.81674E+11,9%,72%,73%,74149,22.13,18%
4.81686E+11,9%,77%,74%,86893,17.71,44%
4.81695E+11,8%,51%,49%,46738,18.44,37%
4.81701E+11,13%,36%,53%,48908,19.88,38%
4.81704E+11,10%,42%,63%,42927,20.64,63%
4.81707E+11,7%,39%,71%,43108,19.93,47%
4.8171E+11,9%,28%,78%,38938,21.72,63%
4.81739E+11,9%,41%,54%,26250,19.00,94%
4.81758E+11,3%,38%,56%,42666,20.37,54%
4.81764E+11,9%,66%,96%,72500,19.52,56%
4.8177E+11,6%,64%,81%,69313,21.62,22%
4.8177E+11,4%,67%,77%,65611,20.47,30%
4.81773E+11,4%,61%,64%,56133,18.93,62%
4.81773E+11,10%,51%,65%,33051,17.64,68%
4.81776E+11,5%,99%,87%,154483,26.53,2%
4.81779E+11,2%,48%,75%,47194,21.52,26%
4.81783E+11,4%,36%,68%,41149,21.20,22%
4.81785E+11,11%,44%,66%,56711,18.98,47%
4.81788E+11,9%,31%,74%,44327,19.00,41%
4.81796E+11,4%,47%,60%,36981,19.86,21%
4.818E+11,5%,33%,71%,40121,20.69,31%
4.818E+11,0%,61%,74%,65000,19.57,22%
4.81806E+11,25%,25%,39%,18575,16.78,98%
4.81815E+11,17%,29%,41%,21812,16.32,99%
4.81815E+11,8%,27%,42%,28145,16.68,98%
4.81818E+11,8%,56%,71%,42309,20.69,88%
4.81818E+11,11%,34%,66%,33172,18.74,93%
4.81818E+11,9%,57%,66%,52277,18.00,70%
4.81818E+11,8%,60%,78%,32917,19.62,86%
4.81821E+11,1%,57%,64%,54405,21.57,41%
4.81828E+11,14%,31%,44%,40129,19.86,44%
4.8183E+11,8%,44%,55%,31935,17.98,52%
4.8183E+11,11%,39%,54%,28625,19.84,72%
4.8183E+11,13%,25%,35%,16195,18.71,90%
4.8183E+11,11%,52%,71%,43710,19.49,58%
4.8183E+11,7%,77%,77%,48261,21.25,35%
4.8183E+11,10%,42%,39%,16239,22.62,65%
4.8183E+11,9%,74%,85%,74840,20.59,31%
4.8183E+11,9%,34%,33%,17419,22.30,34%
4.8183E+11,9%,71%,82%,42030,20.74,44%
4.8183E+11,7%,51%,47%,37105,22.13,52%
4.81836E+11,5%,48%,72%,51108,18.98,55%
4.81839E+11,5%,46%,57%,49625,20.86,29%
4.81854E+11,11%,44%,64%,27359,20.98,54%
4.8186E+11,8%,60%,72%,66434,23.94,25%
4.81872E+11,10%,53%,71%,45625,19.96,53%
4.81875E+11,9%,52%,40%,33981,18.91,16%
4.81881E+11,11%,29%,58%,37212,17.20,72%
4.8189E+11,5%,28%,44%,26197,17.39,77%
4.81894E+11,0%,50%,93%,55714,22.52,33%
4.81908E+11,4%,53%,81%,58157,20.67,35%
4.81917E+11,9%,42%,82%,54063,19.27,59%
4.81928E+11,3%,39%,89%,42126,21.20,42%
4.81932E+11,5%,53%,72%,43478,19.37,34%
4.81935E+11,6%,46%,52%,45960,19.66,38%
4.81938E+11,2%,51%,52%,45453,21.81,23%
4.81956E+11,9%,64%,79%,76037,21.01,14%
4.81956E+11,3%,64%,75%,79967,20.18,20%
4.81965E+11,5%,87%,97%,131852,21.25,18%
4.81965E+11,7%,66%,79%,57087,22.84,17%
4.81965E+11,12%,42%,61%,50061,16.42,65%
4.81965E+11,3%,96%,94%,176958,25.40,5%
4.81965E+11,8%,72%,69%,65878,21.98,26%
4.81965E+11,3%,78%,90%,80505,23.64,16%
4.81965E+11,7%,65%,79%,65305,21.11,36%
4.81965E+11,2%,53%,56%,48125,19.71,42%
4.81965E+11,7%,62%,49%,54496,17.12,54%
4.81965E+11,3%,82%,88%,125090,22.11,20%
4.81965E+11,6%,83%,83%,112456,21.79,14%
4.8197E+11,8%,61%,75%,50357,20.42,37%
4.8197E+11,10%,28%,68%,39771,17.47,76%
4.8197E+11,6%,25%,65%,34655,16.10,74%
4.8197E+11,13%,51%,20%,45395,15.46,71%
4.8197E+11,17%,65%,40%,39643,16.05,64%
4.8197E+11,7%,17%,66%,38367,17.66,74%
4.8197E+11,11%,33%,74%,23103,16.17,72%
4.8197E+11,3%,78%,83%,42313,22.96,42%
4.8197E+11,11%,14%,57%,26766,15.63,81%
4.8197E+11,4%,69%,62%,74069,19.44,52%
4.8197E+11,8%,48%,38%,22039,18.96,67%
4.8197E+11,12%,64%,82%,41848,19.42,44%
4.8197E+11,19%,53%,34%,51838,16.95,68%
4.81974E+11,12%,53%,65%,49866,21.69,26%
4.81983E+11,7%,63%,57%,51858,21.42,19%
4.81984E+11,4%,56%,75%,54081,21.96,31%
4.81995E+11,6%,89%,83%,123079,24.06,5%
4.82001E+11,5%,72%,66%,55876,23.01,12%
4.82001E+11,6%,87%,78%,97837,23.99,7%
4.82001E+11,4%,91%,94%,139408,23.25,6%
4.82001E+11,3%,94%,91%,133979,23.77,7%
4.82001E+11,4%,83%,81%,101750,22.52,10%
4.82001E+11,2%,83%,92%,136875,22.11,11%
4.82013E+11,12%,21%,74%,26528,16.56,82%
4.82016E+11,8%,55%,48%,33514,21.76,10%
4.82019E+11,4%,59%,69%,66548,18.39,42%
4.82022E+11,16%,48%,71%,38951,20.74,56%
4.82025E+11,15%,23%,73%,50861,18.42,68%
4.82025E+11,8%,62%,69%,89492,18.81,62%
4.82028E+11,6%,47%,57%,24926,20.57,52%
4.82031E+11,8%,52%,77%,50172,20.74,31%
4.82034E+11,10%,64%,44%,49821,22.30,47%
4.82034E+11,6%,56%,53%,46120,19.22,47%
4.82034E+11,10%,54%,49%,42238,20.86,54%
4.82034E+11,18%,53%,47%,52604,18.13,65%
4.82034E+11,9%,62%,76%,52483,20.10,39%
4.82034E+11,8%,52%,78%,62791,21.23,28%
4.82034E+11,6%,48%,79%,71209,21.11,31%
4.82055E+11,3%,37%,73%,39740,19.64,27%
4.8206E+11,5%,56%,70%,53906,22.62,18%
4.8206E+11,3%,64%,72%,66106,23.74,36%
4.82064E+11,9%,40%,72%,43094,20.10,41%
4.8207E+11,10%,48%,72%,43906,20.15,44%
4.82076E+11,4%,47%,80%,47579,20.27,56%
4.82085E+11,1%,60%,71%,51909,21.13,28%
4.82096E+11,7%,58%,78%,70058,20.25,33%
4.821E+11,4%,60%,86%,43528,20.86,29%
4.82103E+11,9%,47%,44%,42738,20.18,29%
4.82106E+11,7%,45%,34%,32902,20.42,52%
4.82115E+11,8%,28%,67%,30532,19.52,61%
4.82115E+11,11%,55%,52%,45197,19.44,44%
4.82115E+11,6%,67%,78%,80169,19.52,38%
4.82136E+11,6%,49%,58%,38638,21.08,34%
4.82139E+11,11%,43%,48%,41422,21.67,32%
4.82142E+11,11%,46%,52%,37614,17.66,68%
4.82142E+11,17%,30%,68%,48057,20.03,43%
4.82142E+11,9%,63%,73%,74420,20.15,56%
4.82145E+11,4%,35%,65%,33558,20.05,36%
4.82154E+11,6%,56%,72%,63115,21.03,24%
4.8216E+11,2%,49%,57%,44118,19.84,39%
4.82166E+11,2%,91%,88%,142557,23.79,15%
4.82166E+11,4%,87%,78%,118221,23.79,11%
4.82172E+11,19%,28%,58%,26264,19.84,53%
4.82175E+11,2%,58%,86%,80916,20.23,19%
4.82178E+11,0%,51%,63%,52841,20.76,24%
4.82181E+11,9%,39%,73%,40602,20.59,42%
4.8219E+11,17%,39%,59%,35188,21.15,48%
4.82196E+11,7%,61%,82%,64084,21.40,22%
4.82212E+11,4%,41%,57%,36360,21.15,19%
4.82217E+11,9%,56%,85%,69597,20.47,25%
4.82223E+11,0%,41%,58%,33713,21.30,36%
4.82232E+11,2%,52%,69%,70529,19.15,24%
4.82238E+11,13%,49%,76%,58512,18.49,26%
4.82241E+11,5%,58%,83%,71100,20.27,22%
4.82247E+11,19%,25%,45%,23632,16.47,85%
4.82247E+11,16%,27%,63%,33076,16.78,80%
4.8225E+11,10%,48%,65%,43947,20.93,22%
4.82253E+11,6%,66%,80%,61734,18.57,66%
4.82253E+11,10%,24%,39%,21796,19.64,58%
4.82253E+11,6%,66%,80%,61734,19.96,49%
4.82256E+11,7%,62%,81%,57113,19.62,40%
4.82259E+11,12%,61%,83%,47098,21.62,16%
4.82277E+11,11%,50%,56%,48391,19.98,43%
4.8228E+11,6%,53%,91%,48443,21.03,32%
4.82283E+11,12%,27%,44%,34276,17.12,82%
4.82297E+11,3%,59%,53%,40123,21.52,47%
4.82298E+11,8%,60%,84%,49231,21.25,21%
4.82301E+11,5%,36%,57%,40125,21.91,64%
4.8231E+11,10%,31%,69%,38958,16.88,92%
4.82325E+11,2%,94%,71%,145536,26.36,0%
4.82328E+11,11%,38%,57%,30703,20.64,63%
4.82331E+11,12%,54%,15%,46723,18.27,70%
4.8234E+11,5%,78%,68%,57773,22.52,16%
4.82364E+11,5%,52%,70%,40941,15.15,79%
4.82364E+11,4%,96%,89%,193254,22.25,42%
4.82364E+11,10%,26%,35%,25337,15.61,91%
4.82364E+11,9%,36%,72%,59375,15.15,85%
4.82364E+11,8%,71%,32%,31402,27.26,33%
4.82364E+11,12%,16%,44%,30107,13.68,82%
4.82364E+11,22%,37%,37%,26711,13.78,83%
4.82364E+11,2%,94%,56%,81741,20.62,38%
4.82364E+11,5%,17%,48%,23938,14.95,90%
4.82364E+11,11%,24%,57%,42750,14.90,70%
4.82364E+11,9%,27%,67%,39705,15.78,72%
4.82364E+11,5%,87%,88%,37715,24.57,13%
4.82364E+11,6%,91%,71%,66797,17.30,66%
4.82364E+11,10%,63%,53%,57708,15.51,83%
4.82364E+11,6%,38%,57%,40607,15.63,82%
4.82364E+11,5%,48%,72%,48879,16.90,87%
4.82364E+11,15%,30%,27%,29345,14.39,71%
4.82364E+11,4%,70%,75%,71756,18.15,64%
4.82364E+11,10%,43%,34%,24565,16.05,88%
4.82364E+11,9%,52%,61%,60988,15.54,72%
4.82364E+11,17%,33%,28%,17523,14.22,79%
4.82364E+11,45%,13%,4%,10945,14.63,75%
4.82364E+11,31%,54%,18%,14320,14.56,66%
4.82364E+11,25%,41%,47%,24063,16.10,73%
4.82364E+11,0%,91%,90%,96610,18.10,70%
4.82364E+11,8%,41%,55%,37040,19.62,70%
4.82364E+11,4%,42%,54%,40813,16.76,74%
4.82364E+11,5%,81%,70%,88125,20.03,44%
4.82364E+11,4%,90%,94%,89966,27.41,18%
4.82364E+11,7%,94%,67%,64637,21.89,54%
4.82364E+11,13%,63%,37%,35481,21.13,64%
4.82364E+11,9%,80%,67%,88088,20.32,57%
4.82364E+11,6%,54%,89%,66284,17.86,57%
4.82364E+11,9%,24%,56%,37109,14.46,83%
4.82364E+11,8%,23%,74%,16662,20.69,81%
4.82364E+11,9%,28%,49%,21000,16.76,82%
4.82367E+11,9%,59%,62%,66273,22.18,25%
4.82379E+11,6%,58%,82%,50676,21.08,38%
4.82382E+11,5%,53%,64%,54167,20.74,18%
4.82388E+11,10%,32%,81%,46741,17.39,53%
4.82391E+11,8%,58%,60%,39310,17.78,54%
4.82391E+11,4%,87%,79%,94953,23.89,4%
4.82391E+11,5%,81%,84%,92250,20.76,26%
4.82391E+11,6%,75%,77%,82158,21.15,21%
4.82391E+11,4%,66%,73%,60250,22.37,13%
4.82391E+11,8%,78%,69%,117231,18.86,39%
4.824E+11,8%,53%,73%,51456,20.47,33%
4.82403E+11,11%,34%,51%,30293,20.89,43%
4.82406E+11,9%,65%,54%,45766,21.79,32%
4.82406E+11,10%,41%,47%,48800,21.03,38%
4.8241E+11,8%,71%,73%,78258,20.52,28%
4.82415E+11,1%,57%,64%,54405,21.76,21%
4.82418E+11,4%,60%,62%,52734,20.91,30%
4.82421E+11,6%,59%,85%,50179,20.69,49%
4.82424E+11,6%,51%,69%,63750,20.01,36%
4.82426E+11,4%,61%,82%,44289,22.18,23%
4.82442E+11,18%,30%,67%,29700,16.98,69%
4.82442E+11,9%,81%,57%,55518,17.69,54%
4.82442E+11,14%,45%,54%,43271,17.34,64%
4.82442E+11,4%,89%,85%,72747,17.47,66%
4.82448E+11,8%,47%,63%,48108,20.32,48%
4.82453E+11,4%,47%,66%,41500,21.03,30%
4.8246E+11,13%,44%,84%,52368,21.30,43%
4.82463E+11,24%,37%,44%,19454,20.76,58%
4.82473E+11,8%,45%,49%,33047,23.72,56%
4.82475E+11,7%,47%,81%,45417,15.81,55%
4.82478E+11,7%,68%,74%,74172,21.72,15%
4.82484E+11,3%,62%,61%,50551,22.18,24%
4.82493E+11,3%,57%,71%,61576,21.59,30%
4.82496E+11,6%,46%,56%,70388,19.76,39%
4.82499E+11,6%,60%,36%,50278,19.13,42%
4.82499E+11,10%,68%,67%,56702,17.66,62%
4.82499E+11,5%,54%,68%,55756,21.64,35%
4.82502E+11,7%,46%,56%,29414,18.88,28%
4.82514E+11,3%,42%,49%,38750,19.91,44%
4.82517E+11,5%,57%,81%,66191,22.35,23%
4.82517E+11,7%,74%,69%,68750,24.21,13%
4.82517E+11,4%,66%,73%,99593,20.49,46%
4.82517E+11,4%,98%,89%,135496,24.60,8%
4.82517E+11,10%,66%,70%,61750,20.27,44%
4.82517E+11,2%,92%,93%,132745,24.52,4%
4.8252E+11,9%,49%,35%,43030,19.86,48%
4.82523E+11,10%,46%,69%,40641,18.64,63%
4.82526E+11,4%,77%,61%,62903,23.79,4%
4.82526E+11,8%,71%,54%,63293,21.47,31%
4.82526E+11,4%,81%,77%,92251,22.42,16%
4.82526E+11,3%,89%,84%,104485,21.42,17%
4.82532E+11,13%,41%,67%,45389,20.30,49%
4.8255E+11,6%,79%,88%,74236,20.84,24%
4.82553E+11,7%,55%,41%,36679,17.27,70%
4.82556E+11,3%,40%,58%,48113,23.55,38%
4.82559E+11,7%,39%,52%,33999,22.08,36%
4.82562E+11,9%,41%,53%,32898,21.47,41%
4.82566E+11,9%,65%,74%,56756,19.76,37%
4.82566E+11,16%,54%,65%,32746,19.76,45%
4.82566E+11,8%,80%,78%,76292,21.01,20%
4.82566E+11,13%,73%,63%,54161,19.05,43%
4.82568E+11,9%,68%,77%,52500,18.54,54%
4.82574E+11,7%,73%,71%,72542,23.03,20%
4.82574E+11,8%,62%,72%,58056,18.74,61%
4.82574E+11,2%,74%,85%,104894,22.50,19%
4.82574E+11,6%,64%,89%,81086,22.08,21%
4.82592E+11,10%,41%,62%,38274,19.20,33%
4.82598E+11,6%,64%,78%,58023,20.01,22%
4.82604E+11,17%,41%,54%,27123,17.08,77%
4.8261E+11,2%,39%,71%,46012,21.47,32%
4.82613E+11,13%,25%,72%,30255,18.39,92%
4.82613E+11,19%,16%,77%,21360,19.20,97%
4.82613E+11,15%,19%,68%,29925,17.30,90%
4.82616E+11,9%,53%,66%,37047,16.32,61%
4.82619E+11,10%,63%,44%,64583,20.59,31%
4.82625E+11,18%,46%,52%,28500,17.37,73%
4.82628E+11,12%,44%,65%,31887,16.66,71%
4.82631E+11,6%,61%,73%,84850,20.67,17%
4.8264E+11,8%,74%,75%,63843,22.08,16%
4.82643E+11,8%,75%,66%,82023,21.86,28%
4.82647E+11,8%,94%,91%,126515,24.72,8%
4.82649E+11,10%,40%,56%,47661,17.66,61%
4.82658E+11,10%,34%,49%,34427,20.25,49%
4.82658E+11,5%,51%,45%,54656,19.15,59%
4.82658E+11,2%,80%,85%,103476,22.08,20%
4.82658E+11,8%,64%,69%,71103,21.74,17%
4.82664E+11,7%,54%,81%,42500,21.25,35%
4.82667E+11,14%,58%,57%,48059,16.17,68%
4.82679E+11,12%,20%,61%,22756,16.44,99%
4.82679E+11,8%,35%,40%,38281,17.05,95%
4.82679E+11,13%,20%,45%,26838,16.95,99%
4.82679E+11,8%,72%,91%,78398,19.22,92%
4.82691E+11,10%,44%,64%,22542,19.27,32%
4.82703E+11,10%,77%,76%,63011,22.30,24%
4.82703E+11,5%,91%,86%,104761,24.40,7%
4.82703E+11,4%,80%,77%,86548,22.67,13%
4.82703E+11,8%,78%,83%,75281,21.69,16%
